Ssn,TestTrial,Cond,Order,Study2Trial,Cue,Target,Resp,Corr,RT,BlockNum,RespType,nCorr,NoRec,Incorr,SimpleResp,Expt
70,9,1,2,10,25,maintain,no,2,3.359,2,8,0,1,0,8,2
70,10,1,2,1,125,feed,no,2,0.938,2,8,0,1,0,8,2
70,11,2,1,4,198,lord,faith,0,21.062,2,7,0,0,1,3,2
70,12,2,1,7,101,must,no,2,2.203,2,8,0,1,0,8,2
70,13,1,2,11,83,file,no,2,21.031,2,8,0,1,0,8,2
70,14,2,1,12,63,always,suceed,0,7.813,2,7,0,0,1,3,2
70,15,1,1,3,76,window,no,2,2.218,2,8,0,1,0,8,2
70,16,2,2,6,18,jazz,no,2,2.687,2,8,0,1,0,8,2
71,1,2,1,4,99,inner,circle,0,11.843,2,4,0,0,1,3,2
71,2,2,1,8,5,famous,no,2,4.328,2,8,0,1,0,8,2
71,3,2,2,1,154,legs,no,2,4.125,2,8,0,1,0,8,2
71,4,1,1,2,36,vote,no,2,3.641,2,8,0,1,0,8,2
71,5,2,2,9,108,scale,born,0,8.406,2,4,0,0,1,3,2
71,6,2,1,14,97,joined,no,2,3.14,2,8,0,1,0,8,2
71,7,1,2,12,45,noted,parent,0,5.344,2,7,0,0,1,3,2
71,8,1,1,13,118,born,born,1,3.907,2,1,1,0,0,1,2
71,9,1,1,15,106,using,no,2,1.515,2,8,0,1,0,8,2
71,10,1,2,16,55,weather,no,2,0.907,2,8,0,1,0,8,2
71,11,1,1,3,74,projects,no,2,1.687,2,8,0,1,0,8,2
71,12,1,2,6,35,circle,traffic,0,6.234,2,5,0,0,1,3,2
71,13,2,1,10,96,willing,no,2,1.593,2,8,0,1,0,8,2
71,14,2,2,11,110,pain,no,2,1.688,2,8,0,1,0,8,2
71,15,2,2,5,117,traffic,no,2,0.984,2,8,0,1,0,8,2
71,16,1,2,7,28,units,no,2,1.062,2,8,0,1,0,8,2
72,1,1,2,6,57,formed,anything,0,7.266,2,3,0,0,1,3,2
72,2,2,1,7,137,pulled,choice,0,4.61,2,7,0,0,1,3,2
72,3,1,1,8,7,beauty,beauty,1,3.656,2,1,1,0,0,1,2
72,4,1,1,11,132,closed,no,2,5.296,2,8,0,1,0,8,2
72,5,1,2,13,5,cities,no,2,3.047,2,8,0,1,0,8,2
72,6,2,2,9,1,several,no,2,3.641,2,8,0,1,0,8,2
72,7,2,1,12,8,share,no,2,1.953,2,8,0,1,0,8,2
72,8,1,1,15,55,anything,no,2,15.469,2,8,0,1,0,8,2
72,9,2,1,16,94,nuclear,nuclear,1,2.75,2,1,1,0,0,1,2
72,10,2,2,4,29,choose,no,2,9.25,2,8,0,1,0,8,2
72,11,1,1,10,148,actions,no,2,1.672,2,8,0,1,0,8,2
72,12,2,2,2,77,post,no,2,3.454,2,8,0,1,0,8,2
72,13,2,1,14,111,sitting,no,2,2.891,2,8,0,1,0,8,2
72,14,1,2,1,162,actual,beauty,0,3.047,2,3,0,0,1,3,2
72,15,2,2,3,34,show,human,0,4.032,2,6,0,0,1,3,2
72,16,1,2,5,27,capacity,human,0,2.703,2,6,0,0,1,3,2
73,1,1,1,5,134,musical,musical,1,4.437,2,1,1,0,0,1,2
73,2,1,2,15,44,paid,paid,1,6.859,2,1,1,0,0,1,2
73,3,1,1,2,117,editor,no,2,5.11,2,8,0,1,0,8,2
73,4,1,2,1,5,weather,no,2,11,2,8,0,1,0,8,2
73,5,2,2,9,107,movement,no,2,6.328,2,8,0,1,0,8,2
73,6,2,1,10,153,camp,camp,1,1.985,2,1,1,0,0,1,2
73,7,2,2,3,103,merely,no,2,3.735,2,8,0,1,0,8,2
73,8,2,1,12,105,clean,no,2,2.921,2,8,0,1,0,8,2
73,9,2,1,16,79,bought,author,0,3.657,2,7,0,0,1,3,2
73,10,1,1,6,72,windows,no,2,1.844,2,8,0,1,0,8,2
73,11,1,2,4,66,traffic,traffic,1,2.406,2,1,1,0,0,1,2
73,12,1,1,8,123,take,editor,0,1.953,2,4,0,0,1,3,2
73,13,2,2,11,161,estate,no,2,2.031,2,8,0,1,0,8,2
73,14,1,2,7,49,heat,no,2,2.578,2,8,0,1,0,8,2
73,15,2,2,14,27,stand,no,2,3.187,2,8,0,1,0,8,2
73,16,2,1,13,169,double,no,2,2.781,2,8,0,1,0,8,2
74,1,2,1,7,202,gave,no,2,7.703,2,8,0,1,0,8,2
74,2,1,2,8,11,charge,strength,0,8.938,2,3,0,0,1,3,2
74,3,2,1,1,104,supported,no,2,6.046,2,8,0,1,0,8,2
74,4,1,2,6,135,extra,belief,0,4.156,2,3,0,0,1,3,2
74,5,2,2,9,186,minds,square,0,5.032,2,4,0,0,1,3,2
74,6,2,1,3,193,government,no,2,2.156,2,8,0,1,0,8,2
74,7,1,1,2,160,belief,called,0,4.047,2,3,0,0,1,3,2
74,8,2,2,10,159,entirely,no,2,1.703,2,8,0,1,0,8,2
74,9,1,1,11,167,independent,no,2,6.829,2,8,0,1,0,8,2
74,10,2,2,12,146,sure,no,2,2.421,2,8,0,1,0,8,2
74,11,2,1,13,141,surface,no,2,1.5,2,8,0,1,0,8,2
74,12,1,2,14,163,called,no,2,2.156,2,8,0,1,0,8,2
74,13,1,1,15,169,stayed,no,2,1.562,2,8,0,1,0,8,2
74,14,1,1,16,69,strength,no,2,3.235,2,8,0,1,0,8,2
74,15,1,2,4,168,square,no,2,9,2,8,0,1,0,8,2
74,16,2,2,5,197,beach,no,2,4.422,2,8,0,1,0,8,2
75,1,1,2,3,84,politics,no,2,5.766,2,8,0,1,0,8,2
75,2,1,1,7,7,keeping,no,2,4.235,2,8,0,1,0,8,2
75,3,1,1,8,98,actually,no,2,10.907,2,8,0,1,0,8,2
75,4,1,2,9,82,game,game,1,5.094,2,1,1,0,0,1,2
75,5,2,1,11,172,faculty,no,2,8.828,2,8,0,1,0,8,2
75,6,1,1,10,150,daughter,no,2,4.891,2,8,0,1,0,8,2
75,7,2,1,5,24,purposes,no,2,4.015,2,8,0,1,0,8,2
75,8,2,2,12,55,film,picture,0,7.219,2,4,0,0,1,3,2
75,9,2,2,6,9,prevent,no,2,4.047,2,8,0,1,0,8,2
75,10,1,2,1,92,industrial,no,2,5.11,2,8,0,1,0,8,2
75,11,1,2,2,12,everybody,no,2,3.594,2,8,0,1,0,8,2
75,12,2,2,4,65,fashion,picture,0,13.219,2,4,0,0,1,3,2
75,13,1,1,13,64,picture,no,2,4.282,2,8,0,1,0,8,2
75,14,2,1,14,27,movement,no,2,11.828,2,8,0,1,0,8,2
75,15,2,1,15,39,cultural,no,2,6.735,2,8,0,1,0,8,2
75,16,2,2,16,30,peace,no,2,3.625,2,8,0,1,0,8,2
76,1,1,2,6,72,government,government,1,12.063,2,1,1,0,0,1,2
76,2,1,2,3,114,drew,no,2,18.25,2,8,0,1,0,8,2
76,3,2,1,12,12,seeing,no,2,4,2,8,0,1,0,8,2
76,4,2,2,14,79,frank,course,0,14.984,2,7,0,0,1,3,2
76,5,1,1,5,106,inches,no,2,2.968,2,8,0,1,0,8,2
76,6,1,1,16,21,failure,failure,1,4,2,1,1,0,0,1,2
76,7,2,2,13,34,need,need,1,14.984,2,1,1,0,0,1,2
76,8,1,1,15,80,central,no,2,6.078,2,8,0,1,0,8,2
76,9,2,2,2,108,ground,no,2,2.282,2,8,0,1,0,8,2
76,10,2,1,1,63,cities,cities,1,2.813,2,1,1,0,0,1,2
76,11,1,1,4,83,cases,no,2,3.219,2,8,0,1,0,8,2
76,12,1,2,7,60,liked,no,2,16.828,2,8,0,1,0,8,2
76,13,2,1,10,43,strength,strength,1,4.359,2,1,1,0,0,1,2
76,14,2,2,8,76,break,likes,0,14.094,2,7,0,0,1,3,2
76,15,2,1,9,31,fear,no,2,4.078,2,8,0,1,0,8,2
76,16,1,2,11,113,baby,baby,1,12.297,2,1,1,0,0,1,2
77,1,2,1,7,195,study,no,2,2.891,2,8,0,1,0,8,2
77,2,1,1,13,179,chain,chain,1,5.484,2,1,1,0,0,1,2
77,3,2,1,14,193,sweet,no,2,3.172,2,8,0,1,0,8,2
77,4,1,2,4,184,solution,no,2,4.5,2,8,0,1,0,8,2
77,5,2,1,8,22,wonder,no,2,3.312,2,8,0,1,0,8,2
77,6,2,2,9,198,projects,no,2,10.953,2,8,0,1,0,8,2
77,7,1,2,11,5,group,no,2,2.422,2,8,0,1,0,8,2
77,8,1,1,15,124,race,no,2,1.984,2,8,0,1,0,8,2
77,9,2,2,1,194,famous,no,2,3.875,2,8,0,1,0,8,2
77,10,1,1,12,69,became,no,2,3.078,2,8,0,1,0,8,2
77,11,1,2,5,158,ultimate,no,2,2.328,2,8,0,1,0,8,2
77,12,2,1,16,57,wine,no,2,2.39,2,8,0,1,0,8,2
77,13,1,2,10,162,courses,no,2,2.39,2,8,0,1,0,8,2
77,14,1,1,2,147,spend,no,2,2.297,2,8,0,1,0,8,2
77,15,2,2,3,133,winter,no,2,1.985,2,8,0,1,0,8,2
77,16,2,2,6,94,person,no,2,2.765,2,8,0,1,0,8,2
78,1,1,1,11,50,river,no,2,13,2,8,0,1,0,8,2
78,2,2,2,2,168,extra,no,2,1.547,2,8,0,1,0,8,2
78,3,2,2,8,88,editor,no,2,1.875,2,8,0,1,0,8,2
78,4,2,1,12,73,session,session,1,2.516,2,1,1,0,0,1,2
78,5,2,1,15,131,warren,respect,0,3.062,2,4,0,0,1,3,2
78,6,1,2,10,5,sleep,staff,0,9.235,2,4,0,0,1,3,2
78,7,1,1,14,32,leaving,leaving,1,2.61,2,1,1,0,0,1,2
78,8,1,2,13,103,staff,no,2,3.094,2,8,0,1,0,8,2
78,9,1,2,16,69,waiting,leaving,0,1.781,2,4,0,0,1,3,2
78,10,2,2,9,155,morning,no,2,1.078,2,8,0,1,0,8,2
78,11,2,1,1,149,chest,no,2,4.171,2,8,0,1,0,8,2
78,12,1,2,3,124,respect,,0,4.391,2,8,0,1,0,8,2
78,13,1,1,5,145,talked,no,2,1.234,2,8,0,1,0,8,2
78,14,2,2,6,96,travel,no,2,1.031,2,8,0,1,0,8,2
78,15,1,1,7,115,show,no,2,1.171,2,8,0,1,0,8,2
78,16,2,1,4,105,seemed,no,2,4.875,2,8,0,1,0,8,2
79,1,2,1,4,147,direct,no,2,8.188,2,8,0,1,0,8,2
79,2,1,1,10,98,ultimate,no,2,6.344,2,8,0,1,0,8,2
79,3,1,2,14,149,types,listen,0,3.187,2,7,0,0,1,3,2
79,4,1,2,2,207,cells,cells,1,3.234,2,1,1,0,0,1,2
79,5,2,2,6,1,claim,no,2,2.485,2,8,0,1,0,8,2
79,6,1,2,8,146,hero,glad,0,6.594,2,7,0,0,1,3,2
79,7,2,1,12,33,proud,no,2,3.047,2,8,0,1,0,8,2
79,8,1,1,3,184,lived,type,0,5.157,2,7,0,0,1,3,2
79,9,2,2,13,101,corps,no,2,2.235,2,8,0,1,0,8,2
79,10,2,2,11,35,edge,type,0,4.094,2,7,0,0,1,3,2
79,11,2,2,16,10,costs,no,2,3.219,2,8,0,1,0,8,2
79,12,2,1,15,158,identity,no,2,4.266,2,8,0,1,0,8,2
79,13,1,1,9,117,tomorrow,no,2,4.062,2,8,0,1,0,8,2
79,14,1,1,7,208,increase,increase,1,4.578,2,1,1,0,0,1,2
79,15,1,2,1,210,captain,captain,1,3.875,2,1,1,0,0,1,2
79,16,2,1,5,61,camp,no,2,2.234,2,8,0,1,0,8,2
80,1,2,1,14,145,annual,annual,1,7.125,2,1,1,0,0,1,2
80,2,2,2,13,182,exchange,no,2,16.656,2,8,0,1,0,8,2
80,3,2,1,16,176,burning,grow,0,4.812,2,4,0,0,1,3,2
80,4,1,1,2,157,grow,no,2,12.234,2,8,0,1,0,8,2
80,5,1,2,15,151,student,grow,0,4.453,2,3,0,0,1,3,2
80,6,2,1,1,185,number,no,2,8.5,2,8,0,1,0,8,2
80,7,1,1,3,134,establish,establish,1,7.688,2,1,1,0,0,1,2
80,8,1,2,7,100,double,double,1,4.703,2,1,1,0,0,1,2
80,9,1,2,9,155,everybody,motion,0,5.5,2,3,0,0,1,3,2
80,10,2,1,11,77,apply,assess,0,38.828,2,7,0,0,1,3,2
80,11,1,2,6,35,noted,no,2,6.219,2,8,0,1,0,8,2
80,12,1,1,4,161,slight,student,0,4.375,2,3,0,0,1,3,2
80,13,2,2,8,186,drink,firm,0,5.656,2,7,0,0,1,3,2
80,14,2,2,12,191,read,no,2,2.703,2,8,0,1,0,8,2
80,15,2,2,5,117,beauty,beauty,1,2.329,2,1,1,0,0,1,2
80,16,1,1,10,53,motion,no,2,3.203,2,8,0,1,0,8,2
81,1,2,2,10,77,church,no,2,6.218,2,8,0,1,0,8,2
81,2,2,2,3,129,grew,grow,0,6.016,2,2,1,0,0,1,2
81,3,2,2,12,65,heart,heart,1,6.812,2,1,1,0,0,1,2
81,4,1,2,13,209,sales,share,0,2.797,2,3,0,0,1,3,2
81,5,2,1,14,66,something,something,1,2.906,2,1,1,0,0,1,2
81,6,2,2,9,19,regard,no,2,4,2,8,0,1,0,8,2
81,7,2,1,15,116,someone,someone,1,6.844,2,1,1,0,0,1,2
81,8,1,1,5,210,share,no,2,4.797,2,8,0,1,0,8,2
81,9,1,1,2,208,noted,no,2,6.312,2,8,0,1,0,8,2
81,10,1,1,16,97,doctor,doctor,1,2.391,2,1,1,0,0,1,2
81,11,1,2,4,90,enough,object,0,4.484,2,7,0,0,1,3,2
81,12,1,1,7,22,objects,judge,0,2.187,2,6,0,0,1,3,2
81,13,1,2,6,165,efforts,doctor,0,5.047,2,3,0,0,1,3,2
81,14,2,1,11,45,made,no,2,6.031,2,8,0,1,0,8,2
81,15,1,2,1,75,seek,no,2,1.703,2,8,0,1,0,8,2
81,16,2,1,8,136,highest,no,2,5.906,2,8,0,1,0,8,2
82,1,1,1,3,109,maybe,maybe,1,5.125,2,1,1,0,0,1,2
82,2,1,2,6,55,travel,no,2,11.063,2,8,0,1,0,8,2
82,3,1,1,10,201,basis,basis,1,3.594,2,1,1,0,0,1,2
82,4,1,1,4,90,take,take,1,3.515,2,1,1,0,0,1,2
82,5,2,2,5,163,foreign,foreign,1,3.735,2,1,1,0,0,1,2
82,6,2,1,7,43,indeed,no,2,2.797,2,8,0,1,0,8,2
82,7,2,1,11,145,dream,dream,1,9.047,2,1,1,0,0,1,2
82,8,2,2,2,29,purposes,no,2,3.563,2,8,0,1,0,8,2
82,9,1,1,13,66,train,travel,0,3.703,2,3,0,0,1,3,2
82,10,2,1,1,3,plane,no,2,1.672,2,8,0,1,0,8,2
82,11,1,2,9,200,eyes,eyes,1,1.953,2,1,1,0,0,1,2
82,12,2,2,12,12,objects,no,2,3.063,2,8,0,1,0,8,2
82,13,2,1,14,113,perfect,maybe,0,2.86,2,4,0,0,1,3,2
82,14,2,2,16,125,government,no,2,2.235,2,8,0,1,0,8,2
82,15,1,2,8,104,telling,maybe,0,3.11,2,3,0,0,1,3,2
82,16,1,2,15,156,offered,no,2,4.031,2,8,0,1,0,8,2
83,1,1,1,4,168,twice,no,2,12.094,2,8,0,1,0,8,2
83,2,1,2,6,167,became,no,2,2.719,2,8,0,1,0,8,2
83,3,2,2,7,73,turning,no,2,2.406,2,8,0,1,0,8,2
83,4,1,2,2,113,fall,high,0,5.031,2,6,0,0,1,3,2
83,5,2,2,1,193,unusual,no,2,2.109,2,8,0,1,0,8,2
83,6,1,1,14,21,must,no,2,2.781,2,8,0,1,0,8,2
83,7,2,1,15,46,system,no,2,2.39,2,8,0,1,0,8,2
83,8,2,1,16,163,unit,unit,1,4.063,2,1,1,0,0,1,2
83,9,2,1,8,204,upper,no,2,1.953,2,8,0,1,0,8,2
83,10,2,2,10,208,formed,no,2,1.812,2,8,0,1,0,8,2
83,11,2,2,12,173,growth,no,2,1.875,2,8,0,1,0,8,2
83,12,1,1,13,202,unable,no,2,1.062,2,8,0,1,0,8,2
83,13,1,2,9,203,uniform,no,2,1.375,2,8,0,1,0,8,2
83,14,1,2,5,81,study,sturdy,0,4.328,2,7,0,0,1,3,2
83,15,1,1,3,201,step,no,2,2.031,2,8,0,1,0,8,2
83,16,2,1,11,128,boat,no,2,1.313,2,8,0,1,0,8,2
84,1,2,2,3,172,wheel,no,2,25.141,2,8,0,1,0,8,2
84,2,1,1,4,33,opened,opened,1,19.172,2,1,1,0,0,1,2
84,3,2,1,7,32,sitting,sitting,1,4.109,2,1,1,0,0,1,2
84,4,2,1,6,72,widely,no,2,5.219,2,8,0,1,0,8,2
84,5,2,2,12,98,presence,persence,0,5.562,2,2,1,0,0,1,2
84,6,2,2,13,16,seemed,no,2,37.172,2,8,0,1,0,8,2
84,7,1,2,14,179,watch,no,2,8.187,2,8,0,1,0,8,2
84,8,1,1,15,209,natural,natural,1,3.813,2,1,1,0,0,1,2
84,9,1,1,10,207,remain,smiling,0,8.422,2,7,0,0,1,3,2
84,10,1,2,11,163,walking,walking,1,5.532,2,1,1,0,0,1,2
84,11,2,1,16,142,increasing,nervous,0,11.312,2,7,0,0,1,3,2
84,12,2,2,9,78,actually,no,2,5.359,2,8,0,1,0,8,2
84,13,2,1,5,8,band,no,2,1.703,2,8,0,1,0,8,2
84,14,1,2,1,164,walked,no,2,4.454,2,8,0,1,0,8,2
84,15,1,1,8,208,warm,no,2,10.046,2,8,0,1,0,8,2
84,16,1,2,2,156,warren,natural,0,5.797,2,3,0,0,1,3,2
85,1,2,2,11,201,sweet,no,2,9.547,2,8,0,1,0,8,2
85,2,1,2,4,107,must,no,2,1.343,2,8,0,1,0,8,2
85,3,2,1,5,136,system,no,2,0.563,2,8,0,1,0,8,2
85,4,2,2,6,112,right,no,2,0.359,2,8,0,1,0,8,2
85,5,2,1,16,141,song,no,2,0.344,2,8,0,1,0,8,2
85,6,1,1,9,79,leading,no,2,0.438,2,8,0,1,0,8,2
85,7,1,2,8,67,session,no,2,0.375,2,8,0,1,0,8,2
85,8,2,2,14,34,attempt,o,0,0.313,2,8,0,1,0,8,2
85,9,2,1,3,190,somebody,no,2,0.468,2,8,0,1,0,8,2
85,10,1,2,2,4,soft,no,2,0.562,2,8,0,1,0,8,2
85,11,1,1,10,55,peace,no,2,0.547,2,8,0,1,0,8,2
85,12,2,1,7,137,cities,no,2,0.437,2,8,0,1,0,8,2
85,13,1,2,12,37,shop,non,0,2.875,2,8,0,1,0,8,2
85,14,1,1,13,42,pulled,no,2,0.531,2,8,0,1,0,8,2
85,15,1,1,1,83,snow,no,2,0.391,2,8,0,1,0,8,2
85,16,2,2,15,56,stock,no,2,0.578,2,8,0,1,0,8,2
86,1,1,1,5,29,check,no,2,6.047,2,8,0,1,0,8,2
86,2,1,2,9,54,ends,no,2,2.656,2,8,0,1,0,8,2
86,3,2,1,14,174,identity,no,2,1.938,2,8,0,1,0,8,2
86,4,2,2,3,171,problem,no,2,3.296,2,8,0,1,0,8,2
86,5,1,2,15,76,frank,no,2,1.86,2,8,0,1,0,8,2
86,6,2,2,2,40,ship,no,2,1.454,2,8,0,1,0,8,2
86,7,2,1,1,111,hence,no,2,3.313,2,8,0,1,0,8,2
86,8,2,1,7,107,apart,no,2,0.89,2,8,0,1,0,8,2
86,9,1,2,12,57,meeting,no,2,0.657,2,8,0,1,0,8,2
86,10,1,2,16,137,forced,no,2,0.593,2,8,0,1,0,8,2
86,11,2,2,4,22,read,no,2,0.531,2,8,0,1,0,8,2
86,12,2,2,10,182,enter,no,2,0.453,2,8,0,1,0,8,2
86,13,1,1,11,128,combination,no,2,4.312,2,8,0,1,0,8,2
86,14,2,1,13,173,runs,no,2,0.781,2,8,0,1,0,8,2
86,15,1,1,6,120,impact,no,2,0.844,2,8,0,1,0,8,2
86,16,1,1,8,4,things,no,2,0.782,2,8,0,1,0,8,2
87,1,2,2,1,114,argument,no,2,3.328,2,8,0,1,0,8,2
87,2,1,2,7,34,roads,faculty,0,4.203,2,3,0,0,1,3,2
87,3,1,2,15,11,sets,no,2,4.641,2,8,0,1,0,8,2
87,4,2,2,10,153,greater,no,2,1.829,2,8,0,1,0,8,2
87,5,2,1,14,74,establish,no,2,1.625,2,8,0,1,0,8,2
87,6,2,2,16,80,academic,academic,1,4.156,2,1,1,0,0,1,2
87,7,1,1,2,94,course,sets,0,5.797,2,4,0,0,1,3,2
87,8,1,1,3,49,economy,no,2,3.203,2,8,0,1,0,8,2
87,9,1,2,4,81,teeth,teeth,1,3.75,2,1,1,0,0,1,2
87,10,2,1,11,167,headed,no,2,1.36,2,8,0,1,0,8,2
87,11,1,1,5,105,faculty,no,2,4.407,2,8,0,1,0,8,2
87,12,2,1,13,109,appeal,no,2,2.703,2,8,0,1,0,8,2
87,13,2,1,8,46,council,no,2,1.141,2,8,0,1,0,8,2
87,14,1,2,6,138,fairly,no,2,0.984,2,8,0,1,0,8,2
87,15,2,2,9,93,band,no,2,0.906,2,8,0,1,0,8,2
87,16,1,1,12,44,steps,no,2,1.25,2,8,0,1,0,8,2
88,1,1,2,9,155,dogs,no,2,27.812,2,8,0,1,0,8,2
88,2,1,2,11,164,daily,heart,0,8.266,2,3,0,0,1,3,2
88,3,1,1,12,118,heart,no,2,10.125,2,8,0,1,0,8,2
88,4,2,2,2,165,following,follow,0,7.187,2,2,1,0,0,1,2
88,5,1,1,10,161,forced,daily,0,3.75,2,3,0,0,1,3,2
88,6,2,1,13,9,girls,no,2,8.109,2,8,0,1,0,8,2
88,7,1,2,3,40,regard,dog,0,11.5,2,7,0,0,1,3,2
88,8,1,1,7,158,ball,ball,1,7,2,1,1,0,0,1,2
88,9,1,2,8,111,philosophy,no,2,4.578,2,8,0,1,0,8,2
88,10,2,1,14,163,supported,support,0,6.609,2,2,1,0,0,1,2
88,11,2,1,15,60,happened,no,2,8.578,2,8,0,1,0,8,2
88,12,2,2,16,129,loose,psychology,0,8.625,2,7,0,0,1,3,2
88,13,2,1,5,117,bear,no,2,4.375,2,8,0,1,0,8,2
88,14,2,2,1,48,stay,no,2,2.188,2,8,0,1,0,8,2
88,15,2,2,4,145,enter,no,2,3.219,2,8,0,1,0,8,2
88,16,1,1,6,139,animal,no,2,4.437,2,8,0,1,0,8,2
89,1,2,2,6,140,natural,natural,1,5.859,2,1,1,0,0,1,2
89,2,2,1,13,4,rooms,,0,2.922,2,8,0,1,0,8,2
89,3,2,2,10,107,firms,,0,1.296,2,8,0,1,0,8,2
89,4,1,2,14,209,stock,no,2,7.688,2,8,0,1,0,8,2
89,5,1,1,15,35,earlier,business,0,8.968,2,7,0,0,1,3,2
89,6,1,2,16,206,busy,busy,1,4.469,2,1,1,0,0,1,2
89,7,1,1,8,208,stand,long,0,2.125,2,7,0,0,1,3,2
89,8,1,1,12,18,life,lo9ng,0,2.203,2,7,0,0,1,3,2
89,9,1,1,1,210,setting,built,0,3.703,2,3,0,0,1,3,2
89,10,2,1,5,34,heat,no,2,2.312,2,8,0,1,0,8,2
89,11,1,2,2,99,ages,style,0,2.906,2,6,0,0,1,3,2
89,12,2,2,3,98,bought,style,0,1.953,2,6,0,0,1,3,2
89,13,2,2,7,53,choose,stlye\,0,2.11,2,7,0,0,1,3,2
89,14,2,1,4,105,largely,long,0,1.594,2,7,0,0,1,3,2
89,15,2,1,9,116,silence,no,2,1.843,2,8,0,1,0,8,2
89,16,1,2,11,174,built,young,0,4.782,2,7,0,0,1,3,2
90,1,2,1,2,158,formula,no,2,13.75,2,8,0,1,0,8,2
90,2,1,1,9,4,doing,accounts,0,12.625,2,7,0,0,1,3,2
90,3,1,2,11,176,girls,girls,1,2,2,1,1,0,0,1,2
90,4,2,1,1,19,politics,no,2,5.625,2,8,0,1,0,8,2
90,5,1,2,4,159,long,girls,0,2.328,2,4,0,0,1,3,2
90,6,1,1,6,5,funds,no,2,3.453,2,8,0,1,0,8,2
90,7,1,2,12,36,conflict,chain,0,3.391,2,4,0,0,1,3,2
90,8,1,1,13,34,chain,long,0,5.453,2,4,0,0,1,3,2
90,9,2,2,14,108,musical,actor,0,3.172,2,7,0,0,1,3,2
90,10,2,1,15,92,seems,seems,1,3.703,2,1,1,0,0,1,2
90,11,1,2,5,14,inches,no,2,2.875,2,8,0,1,0,8,2
90,12,1,1,3,45,John,john,0,2.281,2,1,1,0,0,1,2
90,13,2,1,8,107,acting,no,2,1.859,2,8,0,1,0,8,2
90,14,2,2,7,105,review,no,2,1.891,2,8,0,1,0,8,2
90,15,2,2,10,48,handle,no,2,1.093,2,8,0,1,0,8,2
90,16,2,2,16,137,stand,no,2,1.766,2,8,0,1,0,8,2
91,1,2,1,9,5,actually,no,2,9.281,2,8,0,1,0,8,2
91,2,1,2,7,105,academic,no,2,12.875,2,8,0,1,0,8,2
91,3,2,1,13,8,garden,no,2,4.11,2,8,0,1,0,8,2
91,4,2,1,16,25,wild,wild,1,9.484,2,1,1,0,0,1,2
91,5,1,1,8,134,becoming,law,0,4.328,2,7,0,0,1,3,2
91,6,1,1,3,50,ways,wavy,0,6.688,2,7,0,0,1,3,2
91,7,2,2,2,85,metal,no,2,2.734,2,8,0,1,0,8,2
91,8,1,2,5,124,talked,no,2,4.765,2,8,0,1,0,8,2
91,9,1,1,4,170,warm,no,2,9.156,2,8,0,1,0,8,2
91,10,1,1,6,168,signs,no,2,4,2,8,0,1,0,8,2
91,11,1,2,11,3,laws,no,2,5.594,2,8,0,1,0,8,2
91,12,2,2,12,57,elements,nerd,0,15.25,2,7,0,0,1,3,2
91,13,2,2,14,2,angle,no,2,2.047,2,8,0,1,0,8,2
91,14,2,1,1,64,block,no,2,1.985,2,8,0,1,0,8,2
91,15,1,2,10,9,warren,no,2,1.812,2,8,0,1,0,8,2
91,16,2,2,15,49,surface,no,2,1.687,2,8,0,1,0,8,2
92,1,2,2,5,74,said,no,2,9.344,2,8,0,1,0,8,2
92,2,1,2,1,172,fair,no,2,3.203,2,8,0,1,0,8,2
92,3,2,2,9,18,store,no,2,2.734,2,8,0,1,0,8,2
92,4,2,1,11,7,supported,no,2,2.703,2,8,0,1,0,8,2
92,5,2,1,15,80,sweet,trial,0,7.203,2,7,0,0,1,3,2
92,6,1,1,16,158,court,judge,0,5.328,2,6,0,0,1,3,2
92,7,2,2,6,103,ends,no,2,5.703,2,8,0,1,0,8,2
92,8,2,1,12,68,session,no,2,4.922,2,8,0,1,0,8,2
92,9,2,1,7,127,talked,no,2,1.375,2,8,0,1,0,8,2
92,10,1,2,4,78,musical,girls,0,2.609,2,6,0,0,1,3,2
92,11,2,2,10,50,person,no,2,1.625,2,8,0,1,0,8,2
92,12,1,2,8,40,carry,trial,0,3.125,2,7,0,0,1,3,2
92,13,1,1,13,104,moving,trial,0,2.14,2,7,0,0,1,3,2
92,14,1,1,2,136,exist,girls,0,2.484,2,6,0,0,1,3,2
92,15,1,1,3,85,coast,no,2,2.157,2,8,0,1,0,8,2
92,16,1,2,14,130,fourth,no,2,1.437,2,8,0,1,0,8,2
93,1,2,1,4,126,stay,stay,1,3.797,2,1,1,0,0,1,2
93,2,2,1,2,107,chair,no,2,2.953,2,8,0,1,0,8,2
93,3,2,2,1,137,afraid,no,2,14.062,2,8,0,1,0,8,2
93,4,1,1,8,113,wonder,no,2,6.75,2,8,0,1,0,8,2
93,5,2,2,5,115,fundamental,fundimental,0,11.157,2,2,1,0,0,1,2
93,6,1,2,10,156,coast,coast,1,1.75,2,1,1,0,0,1,2
93,7,2,2,9,61,knew,broke,0,6.485,2,4,0,0,1,3,2
93,8,1,2,13,192,broke,wonder,0,6.953,2,3,0,0,1,3,2
93,9,2,1,3,147,file,wine,0,2.594,2,4,0,0,1,3,2
93,10,2,1,14,135,taste,no,2,3,2,8,0,1,0,8,2
93,11,1,1,15,190,identity,identity,1,3.031,2,1,1,0,0,1,2
93,12,1,1,11,93,wine,wine,1,3.093,2,1,1,0,0,1,2
93,13,1,2,16,99,wood,window,0,5.094,2,3,0,0,1,3,2
