"","subject","stim1","stim2","freq","type","procedure","trial","rt","source","freq_prioritem1","freq_prioritem","freq_prioritem2","freq_prioritem3","freq_consec_value","freq_consec_lab","resp","rem","fam","new","acc","duration","onset","list"
"10536",96,"boots.pict",NA,"Low","old","test",96,4971,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,6471,543975,"1"
"10537",96,"iron.pict",NA,"High","old","test",97,1058,"fake","Low","Low","Low","High",-1.5,"Low2","FAM",0,1,0,1,2558,550446,"1"
"10538",96,"gloves.pict",NA,NA,"new","test",98,1035,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2535,553004,"1"
"10539",96,"strawberry2.pict",NA,NA,"new","test",99,3368,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4868,555539,"1"
"10540",96,"flag4.pict",NA,NA,"new","test",100,1543,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3043,560407,"1"
"10541",96,"briefcase.pict",NA,NA,"new","test",101,816,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2316,563450,"1"
"10542",96,"stereo.pict",NA,NA,"new","test",102,2037,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3537,565766,"1"
"10543",96,"bike.pict",NA,"High","old","test",103,972,"fake","Low","Low","Low","Low",-3.5,"Low4","FAM",0,1,0,1,2472,569303,"1"
"10544",96,"flower.pict",NA,"Low","old","test",104,3263,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,4763,571775,"1"
"10545",96,"dog.pict",NA,"Low","old","test",105,1009,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,2509,576538,"1"
"10546",96,"camera.pict",NA,"High","old","test",106,2593,"fake","High","High","High","High",2.5,"High3","FAM",0,1,0,1,4093,579047,"1"
"10547",96,"pumpkins.pict",NA,NA,"new","test",107,705,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2205,583140,"1"
"10548",96,"table.pict",NA,NA,"new","test",108,1172,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2672,585345,"1"
"10549",96,"pencil.pict",NA,NA,"new","test",109,1303,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2803,588017,"1"
"10550",96,"cup.pict",NA,"Low","old","test",110,1165,"fake","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,2665,590820,"1"
"10551",96,"mushroom.pict",NA,"High","old","test",111,7663,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,9163,593485,"1"
"10552",96,"duck.pict",NA,NA,"new","test",112,1095,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2595,602648,"1"
"10553",96,"basket.pict",NA,"High","old","test",113,1482,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2982,605243,"1"
"10554",96,"calculator.pict",NA,"Low","old","test",114,4648,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,6148,608225,"1"
"10555",96,"chair2.pict",NA,"High","old","test",115,2899,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,4399,614373,"1"
"10556",96,"accordion.pict",NA,NA,"new","test",116,1414,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2914,618772,"1"
"10557",96,"pig.pict",NA,NA,"new","test",117,4036,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,5536,621686,"1"
"10558",96,"owl.pict",NA,"Low","old","test",118,3337,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,4837,627222,"1"
"10559",96,"computer.pict",NA,NA,"new","test",119,2591,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4091,632059,"1"
"10560",96,"car.pict",NA,NA,"new","test",120,718,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2218,636150,"1"
"10561",97,"keyboard.pict","MALARIA","Low",NA,"study",1,54,"fake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554,0,"1"
"10562",97,"scissors.pict","DRESS","High",NA,"study",2,503,"fake","Low","Low",NA,NA,-0.5,"Low1",NA,NA,NA,NA,NA,2003,1554,"1"
"10563",97,"grapes.pict","WARRIOR","Low",NA,"study",3,456,"fake","High","High","Low",NA,0.5,"High1",NA,NA,NA,NA,NA,1956,3557,"1"
"10564",97,"balloons.pict","MONKEY","Low",NA,"study",4,452,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,1952,5513,"1"
"10565",97,"briefcase.pict","COLLEGE","High",NA,"study",5,522,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2022,7465,"1"
"10566",97,"cow.pict","CHIEF","High",NA,"study",6,599,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2099,9487,"1"
"10567",97,"umbrella.pict","STRIPE","Low",NA,"study",7,612,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2112,11586,"1"
"10568",97,"printer.pict","MORNING","High",NA,"study",8,449,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,1949,13698,"1"
"10569",97,"chair2.pict","MARKET","High",NA,"study",9,508,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2008,15647,"1"
"10570",97,"spoon.pict","COLUMN","High",NA,"study",10,504,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2004,17655,"1"
"10571",97,"butterfly.pict","MOUTH","High",NA,"study",11,456,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,1956,19659,"1"
"10572",97,"grill.pict","RECORD","High",NA,"study",12,468,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,1968,21615,"1"
"10573",97,"orange.pict","MORPHINE","Low",NA,"study",13,537,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2037,23583,"1"
"10574",97,"lemon.pict","BEVERAGE","Low",NA,"study",14,533,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2033,25620,"1"
"10575",97,"pencil.pict","LEAFLET","Low",NA,"study",15,540,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2040,27653,"1"
"10576",97,"stethoscope.pict","HOSPITAL","High",NA,"study",16,485,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,1985,29693,"1"
"10577",97,"gloves.pict","STEEPLE","Low",NA,"study",17,585,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2085,31678,"1"
"10578",97,"stereo.pict","OFFICE","High",NA,"study",18,473,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,1973,33763,"1"
"10579",97,"flag4.pict","CARAVAN","Low",NA,"study",19,594,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2094,35736,"1"
"10580",97,"flower.pict","BAYONET","Low",NA,"study",20,553,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2053,37830,"1"
"10581",97,"knife.pict","BLOCK","High",NA,"study",21,478,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1978,39883,"1"
"10582",97,"shoes.pict","BOUQUET","Low",NA,"study",22,515,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2015,41861,"1"
"10583",97,"sock.pict","SMILE","High",NA,"study",23,512,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2012,43876,"1"
"10584",97,"pepper.pict","SCHOOL","High",NA,"study",24,581,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2081,45888,"1"
"10585",97,"boots.pict","MACHINE","High",NA,"study",25,462,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,1962,47969,"1"
"10586",97,"pumpkins.pict","STATION","High",NA,"study",26,687,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2187,49931,"1"
"10587",97,"pot2.pict","CROWD","High",NA,"study",27,508,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2008,52118,"1"
"10588",97,"computer.pict","MECHANIC","Low",NA,"study",28,420,"fake","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,1920,54126,"1"
"10589",97,"bottle2.pict","PARCEL","Low",NA,"study",29,577,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2077,56046,"1"
"10590",97,"baby.pict","KNUCKLE","Low",NA,"study",30,477,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1977,58123,"1"
"10591",97,"sheep.pict","HUSBAND","High",NA,"study",31,518,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2018,60100,"1"
"10592",97,"elephant.pict","SINGER","Low",NA,"study",32,522,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2022,62118,"1"
"10593",97,"skates.pict","NAPKIN","Low",NA,"study",33,585,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2085,64140,"1"
"10594",97,"binoculars.pict","AUDIENCE","High",NA,"study",34,497,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1997,66225,"1"
"10595",97,"mushroom.pict","NOZZLE","Low",NA,"study",35,514,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2014,68222,"1"
"10596",97,"dice.pict","VALLEY","High",NA,"study",36,590,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2090,70236,"1"
"10597",97,"bacon.pict","POISON","Low",NA,"study",37,501,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2001,72326,"1"
"10598",97,"salad.pict","STAIR","Low",NA,"study",38,531,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2031,74327,"1"
"10599",97,"cheese.pict","FLOOR","High",NA,"study",39,565,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2065,76358,"1"
"10600",97,"refrigerator.pict","WALLET","Low",NA,"study",40,470,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,1970,78423,"1"
"10601",97,"bride.pict",NA,NA,"new","test",41,1240,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2740,380393,"1"
"10602",97,"cow.pict",NA,"High","old","test",42,1578,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,3078,383133,"1"
"10603",97,"avocado.pict",NA,NA,"new","test",43,1525,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3025,386211,"1"
"10604",97,"spoon.pict",NA,"High","old","test",44,948,"fake","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,2448,389236,"1"
"10605",97,"keyboard.pict",NA,"Low","old","test",45,1194,"fake",NA,NA,NA,NA,NA,NA,"NEW",0,0,1,0,2694,391684,"1"
"10606",97,"tiger.pict",NA,NA,"new","test",46,1211,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2711,394378,"1"
"10607",97,"cat.pict",NA,NA,"new","test",47,933,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2433,397089,"1"
"10608",97,"car.pict",NA,NA,"new","test",48,1124,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2624,399522,"1"
"10609",97,"grapes.pict",NA,"Low","old","test",49,930,"fake","High","High","Low",NA,0.5,"High1","REM",1,0,0,1,2430,402146,"1"
"10610",97,"orange.pict",NA,"Low","old","test",50,625,"fake","High","High","High","High",3.5,"High4","REM",1,0,0,1,2125,404576,"1"
"10611",97,"table.pict",NA,NA,"new","test",51,934,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2434,406701,"1"
"10612",97,"balloons.pict",NA,"Low","old","test",52,1309,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2809,409135,"1"
"10613",97,"watermelon.pict",NA,NA,"new","test",53,1737,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3237,411944,"1"
"10614",97,"corn.pict",NA,NA,"new","test",54,1124,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2624,415181,"1"
"10615",97,"bike.pict",NA,NA,"new","test",55,881,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2381,417805,"1"
"10616",97,"strawberry2.pict",NA,NA,"new","test",56,2320,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3820,420186,"1"
"10617",97,"accordion.pict",NA,NA,"new","test",57,1968,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3468,424006,"1"
"10618",97,"lemon.pict",NA,"Low","old","test",58,1106,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2606,427474,"1"
"10619",97,"bottle2.pict",NA,"Low","old","test",59,641,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2141,430080,"1"
"10620",97,"piano.pict",NA,NA,"new","test",60,2322,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3822,432221,"1"
"10621",97,"violin.pict",NA,NA,"new","test",61,991,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2491,436043,"1"
"10622",97,"sock.pict",NA,"High","old","test",62,2242,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,3742,438534,"1"
"10623",97,"pumpkins.pict",NA,"High","old","test",63,879,"fake","High","High","High","High",2.5,"High3","REM",1,0,0,1,2379,442276,"1"
"10624",97,"mushroom.pict",NA,"Low","old","test",64,659,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2159,444655,"1"
"10625",97,"butterfly.pict",NA,"High","old","test",65,620,"fake","High","High","High","High",2.5,"High3","REM",1,0,0,1,2120,446814,"1"
"10626",97,"skates.pict",NA,"Low","old","test",66,749,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2249,448934,"1"
"10627",97,"refrigerator.pict",NA,"Low","old","test",67,755,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2255,451183,"1"
"10628",97,"computer.pict",NA,"Low","old","test",68,2197,"fake","High","High","High","High",3.5,"High4","FAM",0,1,0,1,3697,453438,"1"
"10629",97,"stove.pict",NA,NA,"new","test",69,1831,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3331,457135,"1"
"10630",97,"baby.pict",NA,"Low","old","test",70,970,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2470,460466,"1"
"10631",97,"flag4.pict",NA,"Low","old","test",71,731,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2231,462936,"1"
"10632",97,"cup.pict",NA,NA,"new","test",72,1412,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2912,465167,"1"
"10633",97,"muffin.pict",NA,NA,"new","test",73,2502,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4002,468079,"1"
"10634",97,"pepper.pict",NA,"High","old","test",74,918,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2418,472081,"1"
"10635",97,"salad.pict",NA,"Low","old","test",75,3157,"fake","Low","Low","High","Low",-0.5,"Low1","NEW",0,0,1,0,4657,474499,"1"
"10636",97,"cheese.pict",NA,"High","old","test",76,733,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2233,479156,"1"
"10637",97,"raspberry.pict",NA,NA,"new","test",77,2617,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,4117,481389,"1"
"10638",97,"bacon.pict",NA,"Low","old","test",78,738,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2238,485506,"1"
"10639",97,"bowl.pict",NA,NA,"new","test",79,2692,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4192,487744,"1"
"10640",97,"earth.pict",NA,NA,"new","test",80,1513,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3013,491936,"1"
"10641",97,"zebra.pict",NA,NA,"new","test",81,1278,NA,NA,NA,NA,NA,NA,NA,"REM",1,0,0,0,2778,494949,"1"
"10642",97,"knife.pict",NA,"High","old","test",82,667,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2167,497727,"1"
"10643",97,"binoculars.pict",NA,"High","old","test",83,640,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2140,499894,"1"
"10644",97,"camera.pict",NA,NA,"new","test",84,1950,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3450,502034,"1"
"10645",97,"pencil.pict",NA,"Low","old","test",85,791,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2291,505484,"1"
"10646",97,"elephant.pict",NA,"Low","old","test",86,584,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2084,507775,"1"
"10647",97,"iron.pict",NA,NA,"new","test",87,2669,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4169,509859,"1"
"10648",97,"tomato.pict",NA,NA,"new","test",88,1817,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3317,514028,"1"
"10649",97,"dog.pict",NA,NA,"new","test",89,2685,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4185,517345,"1"
"10650",97,"pot2.pict",NA,"High","old","test",90,3180,"fake","High","High","High","High",3.5,"High4","FAM",0,1,0,1,4680,521530,"1"
"10651",97,"egg.pict",NA,NA,"new","test",91,2249,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3749,526210,"1"
"10652",97,"scissors.pict",NA,"High","old","test",92,795,"fake","Low","Low",NA,NA,-0.5,"Low1","NEW",0,0,1,0,2295,529959,"1"
"10653",97,"duck.pict",NA,NA,"new","test",93,2093,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3593,532254,"1"
"10654",97,"lighthouse.pict",NA,NA,"new","test",94,1982,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3482,535847,"1"
"10655",97,"dice.pict",NA,"High","old","test",95,1237,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2737,539329,"1"
"10656",97,"lion.pict",NA,NA,"new","test",96,2403,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3903,542066,"1"
"10657",97,"chair2.pict",NA,"High","old","test",97,2883,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,4383,545969,"1"
"10658",97,"boots.pict",NA,"High","old","test",98,1256,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2756,550352,"1"
"10659",97,"gloves.pict",NA,"Low","old","test",99,583,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2083,553108,"1"
"10660",97,"squash.pict",NA,NA,"new","test",100,2008,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3508,555191,"1"
"10661",97,"guitar.pict",NA,NA,"new","test",101,3112,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4612,558699,"1"
"10662",97,"printer.pict",NA,"High","old","test",102,3323,"fake","Low","Low","High","High",-0.5,"Low1","NEW",0,0,1,0,4823,563311,"1"
"10663",97,"apple.pict",NA,NA,"new","test",103,1912,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3412,568134,"1"
"10664",97,"horse.pict",NA,NA,"new","test",104,2158,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3658,571546,"1"
"10665",97,"owl.pict",NA,NA,"new","test",105,2615,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4115,575204,"1"
"10666",97,"flower.pict",NA,"Low","old","test",106,2274,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,3774,579319,"1"
"10667",97,"briefcase.pict",NA,"High","old","test",107,693,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2193,583093,"1"
"10668",97,"basketball.pict",NA,NA,"new","test",108,1917,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3417,585286,"1"
"10669",97,"stethoscope.pict",NA,"High","old","test",109,1031,"fake","Low","Low","Low","Low",-2.5,"Low3","NEW",0,0,1,0,2531,588703,"1"
"10670",97,"shoes.pict",NA,"Low","old","test",110,1755,"fake","High","High","Low","Low",0.5,"High1","NEW",0,0,1,0,3255,591234,"1"
"10671",97,"pineapple.pict",NA,NA,"new","test",111,873,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2373,594489,"1"
"10672",97,"drum2.pict",NA,NA,"new","test",112,614,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2114,596862,"1"
"10673",97,"calculator.pict",NA,NA,"new","test",113,682,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2182,598976,"1"
"10674",97,"basket.pict",NA,NA,"new","test",114,1402,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2902,601158,"1"
"10675",97,"cannon.pict",NA,NA,"new","test",115,3333,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4833,604060,"1"
"10676",97,"sheep.pict",NA,"High","old","test",116,794,"fake","Low","Low","Low","Low",-2.5,"Low3","REM",1,0,0,1,2294,608893,"1"
"10677",97,"stereo.pict",NA,"High","old","test",117,864,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2364,611187,"1"
"10678",97,"umbrella.pict",NA,"Low","old","test",118,1983,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,3483,613551,"1"
"10679",97,"grill.pict",NA,"High","old","test",119,3935,"fake","High","High","High","High",3.5,"High4","NEW",0,0,1,0,5435,617034,"1"
"10680",97,"pig.pict",NA,NA,"new","test",120,833,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2333,622469,"1"
"10681",98,"bride.pict","WARRIOR","Low",NA,"study",1,614,"fake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2114,0,"1"
"10682",98,"pencil.pict","GROUND","High",NA,"study",2,548,"fake","Low","Low",NA,NA,-0.5,"Low1",NA,NA,NA,NA,NA,2048,2114,"1"
"10683",98,"apple.pict","BOULDER","Low",NA,"study",3,758,"fake","High","High","Low",NA,0.5,"High1",NA,NA,NA,NA,NA,2258,4162,"1"
"10684",98,"drum2.pict","DRESS","High",NA,"study",4,509,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2009,6420,"1"
"10685",98,"pumpkins.pict","BLOCK","High",NA,"study",5,574,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2074,8429,"1"
"10686",98,"guitar.pict","STAIR","Low",NA,"study",6,604,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2104,10503,"1"
"10687",98,"raspberry.pict","MORPHINE","Low",NA,"study",7,593,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2093,12607,"1"
"10688",98,"lemon.pict","POISON","Low",NA,"study",8,649,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2149,14700,"1"
"10689",98,"umbrella.pict","HOSPITAL","High",NA,"study",9,608,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2108,16849,"1"
"10690",98,"basket.pict","PAPER","High",NA,"study",10,572,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2072,18957,"1"
"10691",98,"squash.pict","STAFF","High",NA,"study",11,805,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2305,21029,"1"
"10692",98,"pig.pict","CRUMB","Low",NA,"study",12,733,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2233,23334,"1"
"10693",98,"spoon.pict","SPIKE","Low",NA,"study",13,702,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2202,25567,"1"
"10694",98,"pot2.pict","MOISTURE","Low",NA,"study",14,450,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1950,27769,"1"
"10695",98,"strawberry2.pict","BANKER","Low",NA,"study",15,459,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,1959,29719,"1"
"10696",98,"bowl.pict","VALLEY","High",NA,"study",16,850,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2350,31678,"1"
"10697",98,"bottle2.pict","SATIN","Low",NA,"study",17,636,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2136,34028,"1"
"10698",98,"table.pict","SPRING","High",NA,"study",18,605,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2105,36164,"1"
"10699",98,"boots.pict","SCHOOL","High",NA,"study",19,1055,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2555,38269,"1"
"10700",98,"dice.pict","PENDULUM","Low",NA,"study",20,795,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2295,40824,"1"
"10701",98,"lion.pict","BOUQUET","Low",NA,"study",21,1145,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2645,43119,"1"
"10702",98,"skates.pict","WHEEL","High",NA,"study",22,484,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1984,45764,"1"
"10703",98,"flower.pict","HOTEL","High",NA,"study",23,745,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2245,47748,"1"
"10704",98,"avocado.pict","VAULT","Low",NA,"study",24,584,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2084,49993,"1"
"10705",98,"pineapple.pict","COLUMN","High",NA,"study",25,552,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2052,52077,"1"
"10706",98,"stethoscope.pict","LEAFLET","Low",NA,"study",26,507,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2007,54129,"1"
"10707",98,"cannon.pict","COLLEGE","High",NA,"study",27,714,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2214,56136,"1"
"10708",98,"tomato.pict","STEEPLE","Low",NA,"study",28,812,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2312,58350,"1"
"10709",98,"violin.pict","ALLEY","Low",NA,"study",29,563,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2063,60662,"1"
"10710",98,"stove.pict","FLOOR","High",NA,"study",30,656,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2156,62725,"1"
"10711",98,"mushroom.pict","BAYONET","Low",NA,"study",31,841,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2341,64881,"1"
"10712",98,"dog.pict","CORNER","High",NA,"study",32,620,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2120,67222,"1"
"10713",98,"keyboard.pict","OFFICE","High",NA,"study",33,507,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2007,69342,"1"
"10714",98,"balloons.pict","CHIEF","High",NA,"study",34,1664,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,3164,71349,"1"
"10715",98,"bike.pict","NAPKIN","Low",NA,"study",35,566,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2066,74513,"1"
"10716",98,"gloves.pict","FRAME","High",NA,"study",36,776,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2276,76579,"1"
